name,series,family,mode,compiler,precision,precision_group,core,variant,lmul,mc,nc,nr,ku,kc,threads,x100_threads,a100_threads,a100_share,matrix_order,iterations,tile_size,status,mflops,avg_time_s,elapsed_s,instructions,l1_loads,l1_load_misses,command,file
gemm_hetero_rvv_ime_8_clang_fp16_x8_a8_share50_n2000,baseline,hetero,rvv_ime,clang,fp16,fp16,,rvv_ime_m8,8,,,,,,,8,8,50,2000,10,8,valid,18443.155329,0.867531,9.785153841,20483282786,27057349431,8113852837,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=50 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/fp16/gemm_hetero_rvv_ime_8 10 2000 8,results/gemm_hetero_rvv_ime_8_clang_fp16_x8_a8_share50_n2000.txt
gemm_hetero_rvv_ime_4_gcc_fp16_x8_a8_share0_n2000,baseline,hetero,rvv_ime,gcc,fp16,fp16,,rvv_ime_m4,4,,,,,,,8,8,0,2000,10,8,valid,12723.021652,1.257563,13.854469142,48839721156,38405013372,2145599287,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=0 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/fp16/gemm_hetero_rvv_ime_4 10 2000 8,results/gemm_hetero_rvv_ime_4_gcc_fp16_x8_a8_share0_n2000.txt
gemm_ime_clang_fp16_t8_n2000,baseline,ime,ime,clang,fp16,fp16,a100,ime,,,,,,,8,,,,2000,10,8,valid,11992.498870,1.334167,14.886060395,52241311885,24477140488,3124334023,/home/lin32/bin/ai ./build/clang/fp16/gemm_ime 8 10 2000 8,results/gemm_ime_clang_fp16_t8_n2000.txt
gemm_ime_gcc_fp16_t8_n2000,baseline,ime,ime,gcc,fp16,fp16,a100,ime,,,,,,,8,,,,2000,10,8,valid,12448.702769,1.285274,14.360933254,60206391797,17006851527,3134449679,/home/lin32/bin/ai ./build/gcc/fp16/gemm_ime 8 10 2000 8,results/gemm_ime_gcc_fp16_t8_n2000.txt
opt_ime_clang_fp16_t8_n2000,optimized,opt_ime,opt_ime,clang,fp16,fp16,a100,ime_opt,,,,,,,8,,,,2000,10,,valid,34124.117072,0.468877,5.231788813,21688976829,9788289544,732659130,/home/lin32/bin/ai ./build/opt/clang/fp16/gemm_ime_opt 8 10 2000 8,results/opt_ime_clang_fp16_t8_n2000.txt
opt_ime_gcc_fp16_t8_n2000,optimized,opt_ime,opt_ime,gcc,fp16,fp16,a100,ime_opt,,,,,,,8,,,,2000,10,,valid,5857.675131,2.731459,30.125401597,47255803523,14762878786,2085291859,/home/lin32/bin/ai ./build/opt/gcc/fp16/gemm_ime_opt 8 10 2000 8,results/opt_ime_gcc_fp16_t8_n2000.txt
gemm_clang_float_autovec_2_t8_n2000,baseline,base,autovec_lmul,clang,float,fp32,,autovec_2,2,,,,,,8,,,,2000,10,16,valid,28469.158462,0.562012,6.184042160,211722521123,62727459791,1654448315,./build/clang/float/gemm_autovec_2 8 10 2000 16,results/gemm_clang_float_autovec_2_t8_n2000.txt
gemm_clang_float_autovec_t8_n2000,baseline,base,autovec,clang,float,fp32,,autovec,,,,,,,8,,,,2000,10,16,valid,28517.342501,0.561062,6.255938744,213722456357,63522958622,1654755760,./build/clang/float/gemm_autovec 8 10 2000 16,results/gemm_clang_float_autovec_t8_n2000.txt
gemm_clang_float_nonvec_t8_n2000,baseline,base,nonvec,clang,float,fp32,,nonvec,,,,,,,8,,,,2000,10,16,valid,8439.597941,1.895825,20.840445294,969494632326,295645420853,2166321674,./build/clang/float/gemm_nonvec 8 10 2000 16,results/gemm_clang_float_nonvec_t8_n2000.txt
gemm_gcc_float_autovec_2_t8_n2000,baseline,base,autovec_lmul,gcc,float,fp32,,autovec_2,2,,,,,,8,,,,2000,10,16,valid,21424.504320,0.746808,8.234669517,296223185990,77608363057,2492205379,./build/gcc/float/gemm_autovec_2 8 10 2000 16,results/gemm_gcc_float_autovec_2_t8_n2000.txt
gemm_gcc_float_autovec_t8_n2000,baseline,base,autovec,gcc,float,fp32,,autovec,,,,,,,8,,,,2000,10,16,valid,8907.743615,1.796190,19.801770116,310317647004,219666570475,2352741452,./build/gcc/float/gemm_autovec 8 10 2000 16,results/gemm_gcc_float_autovec_t8_n2000.txt
gemm_gcc_float_nonvec_t8_n2000,baseline,base,nonvec,gcc,float,fp32,,nonvec,,,,,,,8,,,,2000,10,16,valid,8000.566046,1.999858,22.055988262,968721230947,299332108585,2327479991,./build/gcc/float/gemm_nonvec 8 10 2000 16,results/gemm_gcc_float_nonvec_t8_n2000.txt
gemm_hetero_rvv_rvv_2_clang_float_x8_a8_share0_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m2,2,,,,,,,8,8,0,2000,10,16,valid,15312.401087,1.044905,11.571349635,62272037374,44564789343,162429813,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=0 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_2 10 2000 16,results/gemm_hetero_rvv_rvv_2_clang_float_x8_a8_share0_n2000.txt
gemm_hetero_rvv_rvv_2_clang_float_x8_a8_share10_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m2,2,,,,,,,8,8,10,2000,10,16,valid,15469.590825,1.034287,11.410723835,57664676679,41247635199,1252871673,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=10 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_2 10 2000 16,results/gemm_hetero_rvv_rvv_2_clang_float_x8_a8_share10_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share100_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,100,2000,10,16,valid,16720.452572,0.956912,10.709247246,5906839253,11949054079,11001844748,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=100 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share100_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share20_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,20,2000,10,16,valid,16007.603633,0.999525,11.156474757,14821934754,38801635524,2240897295,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=20 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share20_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share30_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,30,2000,10,16,valid,16974.092559,0.942613,10.446110624,13789254915,35476892610,3336141508,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=30 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share30_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share40_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,40,2000,10,16,valid,18503.608706,0.864696,9.646727128,12473434868,32039046484,4433646775,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=40 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share40_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share50_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,50,2000,10,16,valid,19493.229612,0.820798,9.125002441,11345263185,28675224828,5530332981,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=50 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share50_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share60_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,60,2000,10,16,valid,21402.998429,0.747559,8.391812432,9820428482,25158014699,6628067893,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=60 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share60_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share70_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,70,2000,10,16,valid,22270.896675,0.718426,8.110628934,8569431383,21769815289,7733716550,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=70 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share70_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share80_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,80,2000,10,16,valid,20627.490840,0.775664,8.591638748,8124419240,18682175673,8826870935,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=80 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share80_n2000.txt
gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share90_n2000,baseline,hetero,rvv_rvv,clang,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,90,2000,10,16,valid,18926.774227,0.845363,9.419681355,6971340872,15307440305,9919975018,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=90 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/clang/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_clang_float_x8_a8_share90_n2000.txt
gemm_hetero_rvv_rvv_2_gcc_float_x8_a8_share0_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m2,2,,,,,,,8,8,0,2000,10,16,valid,15337.423428,1.043200,11.501986052,78579492453,44560795692,187440615,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=0 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_2 10 2000 16,results/gemm_hetero_rvv_rvv_2_gcc_float_x8_a8_share0_n2000.txt
gemm_hetero_rvv_rvv_2_gcc_float_x8_a8_share10_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m2,2,,,,,,,8,8,10,2000,10,16,valid,15292.273541,1.046280,11.534864100,72787841336,41263434092,1283215476,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=10 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_2 10 2000 16,results/gemm_hetero_rvv_rvv_2_gcc_float_x8_a8_share10_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share100_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,100,2000,10,16,valid,17044.146942,0.938739,10.489852122,6698612288,11906055373,11004260568,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=100 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share100_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share20_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,20,2000,10,16,valid,15847.501336,1.009623,11.206092210,18226981547,38814401497,2244569747,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=20 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share20_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share30_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,30,2000,10,16,valid,16940.293001,0.944494,10.508995669,16704523571,35418257046,3337818007,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=30 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share30_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share40_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,40,2000,10,16,valid,18373.820627,0.870804,9.714330131,15233630702,32045921072,4434163121,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=40 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share40_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share50_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,50,2000,10,16,valid,19297.871119,0.829107,9.190259862,13742901376,28658279338,5535015745,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=50 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share50_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share60_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,60,2000,10,16,valid,20988.703845,0.762315,8.531663386,11999724671,25179208374,6626695384,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=60 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share60_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share70_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,70,2000,10,16,valid,22155.451233,0.722170,8.108470279,10326459384,21738420540,7726321142,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=70 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share70_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share80_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,80,2000,10,16,valid,20634.072316,0.775416,8.692366892,9633477010,18662167049,8817967860,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=80 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share80_n2000.txt
gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share90_n2000,baseline,hetero,rvv_rvv,gcc,float,fp32,,rvv_rvv_m8,8,,,,,,,8,8,90,2000,10,16,valid,19184.456685,0.834009,9.397329762,8092070412,15263382812,9915924575,env OMP_DYNAMIC=false X100_THREADS=8 A100_THREADS=8 A100_SHARE=90 A100_BIND=thread X100_CPUS=0-7 ./build/hetero/gcc/float/gemm_hetero_rvv_rvv_8 10 2000 16,results/gemm_hetero_rvv_rvv_8_gcc_float_x8_a8_share90_n2000.txt
gemm_rvv_2_x100_clang_float_t8_n2000,baseline,rvv,rvv,clang,float,fp32,x100,rvv_m2,2,,,,,,8,,,,2000,10,16,valid,15797.253148,1.012834,11.267946906,73861043983,49560740997,156710888,./build/x100/clang/float/gemm_rvv_2 8 10 2000 16,results/gemm_rvv_2_x100_clang_float_t8_n2000.txt
gemm_rvv_8_a100_clang_float_t8_n2000,baseline,rvv,rvv,clang,float,fp32,a100,rvv_m8,8,,,,,,8,,,,2000,10,16,valid,14280.823149,1.120384,12.403084677,9646087886,13518728696,11001598018,/home/lin32/bin/ai ./build/a100/clang/float/gemm_rvv_8 8 10 2000 16,results/gemm_rvv_8_a100_clang_float_t8_n2000.txt
gemm_rvv_2_x100_gcc_float_t8_n2000,baseline,rvv,rvv,gcc,float,fp32,x100,rvv_m2,2,,,,,,8,,,,2000,10,16,valid,15493.014370,1.032723,11.362209326,89115118704,49089157662,184792873,./build/x100/gcc/float/gemm_rvv_2 8 10 2000 16,results/gemm_rvv_2_x100_gcc_float_t8_n2000.txt
gemm_rvv_8_a100_gcc_float_t8_n2000,baseline,rvv,rvv,gcc,float,fp32,a100,rvv_m8,8,,,,,,8,,,,2000,10,16,valid,14443.581053,1.107759,12.228222564,10873391609,13672413536,11001309778,/home/lin32/bin/ai ./build/a100/gcc/float/gemm_rvv_8 8 10 2000 16,results/gemm_rvv_8_a100_gcc_float_t8_n2000.txt
opt_gemm_clang_float_nr8_kc128_t8_n2000,optimized,opt_base,opt_gemm,clang,float,fp32,,gemm_opt,,,,8,,128,8,,,,2000,10,,valid,68400.741974,0.233916,2.583293025,39952870507,26024747138,779181681,./build/opt/clang/float/gemm_opt_nr8 8 10 2000 128,results/opt_gemm_clang_float_nr8_kc128_t8_n2000.txt
opt_gemm_gcc_float_t8_n2000,optimized,opt_base,opt_gemm,gcc,float,fp32,,gemm_opt,,,,,,,8,,,,2000,10,,valid,4829.638578,3.312877,36.702316646,210596535282,157947265474,1562254726,./build/opt/gcc/float/gemm_opt 8 10 2000 256,results/opt_gemm_gcc_float_t8_n2000.txt
opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc128_t8_n2000,optimized,opt_rvv,opt_rvv,clang,float,fp32,a100,rvv_a100_opt,,64,64,8,2,128,8,,,,2000,10,,valid,97875.669689,0.163473,1.850014644,8479126750,3953338925,835873809,/home/lin32/bin/ai ./build/opt/a100/clang/float/gemm_rvv_a100_opt_mc64_nc64_nr8_ku2 8 10 2000 128,results/opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc128_t8_n2000.txt
opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc64_t1_n2000,optimized,opt_rvv,opt_rvv,clang,float,fp32,a100,rvv_a100_opt,,64,64,8,2,64,1,,,,2000,10,,valid,13029.197098,1.228011,13.594309898,8121425707,3789729127,868153711,/home/lin32/bin/ai ./build/opt/a100/clang/float/gemm_rvv_a100_opt_mc64_nc64_nr8_ku2 1 10 2000 64,results/opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc64_t1_n2000.txt
opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc64_t2_n2000,optimized,opt_rvv,opt_rvv,clang,float,fp32,a100,rvv_a100_opt,,64,64,8,2,64,2,,,,2000,10,,valid,24440.013937,0.654664,7.267382974,8544324235,3964476159,868184462,/home/lin32/bin/ai ./build/opt/a100/clang/float/gemm_rvv_a100_opt_mc64_nc64_nr8_ku2 2 10 2000 64,results/opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc64_t2_n2000.txt
opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc64_t4_n2000,optimized,opt_rvv,opt_rvv,clang,float,fp32,a100,rvv_a100_opt,,64,64,8,2,64,4,,,,2000,10,,valid,47075.925262,0.339876,3.791619023,8580352294,3979348264,868203050,/home/lin32/bin/ai ./build/opt/a100/clang/float/gemm_rvv_a100_opt_mc64_nc64_nr8_ku2 4 10 2000 64,results/opt_rvv_a100_clang_float_mc64_nc64_nr8_ku2_kc64_t4_n2000.txt
opt_rvv_x100_clang_float_mc32_nc64_nr8_ku2_kc128_t1_n2000,optimized,opt_rvv,opt_rvv,clang,float,fp32,x100,rvv_x100_opt,,32,64,8,2,128,1,,,,2000,10,,valid,21366.542637,0.748834,8.287378400,29522882808,14699846817,449791929,./build/opt/x100/clang/float/gemm_rvv_x100_opt_mc32_nc64_nr8_ku2 1 10 2000 128,results/opt_rvv_x100_clang_float_mc32_nc64_nr8_ku2_kc128_t1_n2000.txt
opt_rvv_x100_clang_float_mc32_nc64_nr8_ku2_kc128_t2_n2000,optimized,opt_rvv,opt_rvv,clang,float,fp32,x100,rvv_x100_opt,,32,64,8,2,128,2,,,,2000,10,,valid,40308.095770,0.396943,4.401159497,30010875170,14901645825,446347827,./build/opt/x100/clang/float/gemm_rvv_x100_opt_mc32_nc64_nr8_ku2 2 10 2000 128,results/opt_rvv_x100_clang_float_mc32_nc64_nr8_ku2_kc128_t2_n2000.txt
opt_rvv_x100_clang_float_mc32_nc64_nr8_ku2_kc128_t4_n2000,optimized,opt_rvv,opt_rvv,clang,float,fp32,x100,rvv_x100_opt,,32,64,8,2,128,4,,,,2000,10,,valid,67859.381979,0.235782,2.602908771,31032626503,15326051903,425861487,./build/opt/x100/clang/float/gemm_rvv_x100_opt_mc32_nc64_nr8_ku2 4 10 2000 128,results/opt_rvv_x100_clang_float_mc32_nc64_nr8_ku2_kc128_t4_n2000.txt
